nome;email;email_corporativo;area;cargo;funcao;localidade;tempo_de_empresa;genero;geracao;n0_empresa;n1_diretoria;n2_gerencia;n3_coordenacao;n4_area;Data da Resposta;Interesse no Cargo;Comentários - Interesse no Cargo;Contribuição;Comentários - Contribuição;Aprendizado e Desenvolvimento;Comentários - Aprendizado e Desenvolvimento;Feedback;Comentários - Feedback;Interação com Gestor;Comentários - Interação com Gestor;Clareza sobre Possibilidades de Carreira;Comentários - Clareza sobre Possibilidades de Carreira;Expectativa de Permanência;Comentários - Expectativa de Permanência;eNPS;[Aberta] eNPS
Demo 391;demo391@pinpeople.com.br;demo391@pinpeople.com.br;administrativo;coordenador;profissional;recife;menos de 1 ano;masculino;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;7;-;7;-;7;-;4;-;5;-;7;Tenho clareza sobre como progredir na minha carreira aqui.;7;-;10;Gostaria de ter mais clareza sobre as oportunidades de promoção.
Demo 392;demo392@pinpeople.com.br;demo392@pinpeople.com.br;comercial;coordenador;profissional;porto alegre;entre 1 e 2 anos;outro;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;7;-;6;-;5;-;5;-;3;-;3;-;5;-;9;A liderança incentiva a criatividade e a inovação.
Demo 393;demo393@pinpeople.com.br;demo393@pinpeople.com.br;financeiro;coordenador;profissional;são paulo;mais de 5 anos;feminino;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;6;-;6;-;6;-;2;-;5;-;6;-;7;-;8;Sinto que meu trabalho é reconhecido e valorizado.
Demo 394;demo394@pinpeople.com.br;demo394@pinpeople.com.br;recursos humanos;gerente;gestor;manaus;entre 1 e 2 anos;feminino;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;6;-;7;-;6;-;6;-;6;-;5;-;5;-;4;A empresa oferece bons programas de saúde e bem-estar.
Demo 395;demo395@pinpeople.com.br;demo395@pinpeople.com.br;tecnologia;gerente;gestor;recife;entre 2 e 5 anos;feminino;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;7;-;6;-;1;-;7;Gostaria que houvesse mais reconhecimento público.;6;Gostaria que meu gestor incentivasse mais a inovação.;5;-;7;-;7;Gostaria de ver mais iniciativas de responsabilidade social corporativa.
Demo 396;demo396@pinpeople.com.br;demo396@pinpeople.com.br;administrativo;coordenador;gestor;são paulo;menos de 1 ano;masculino;geração y;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;6;-;7;-;3;-;6;-;5;-;3;-;3;-;10;A comunicação entre equipes é eficiente e colaborativa.
Demo 397;demo397@pinpeople.com.br;demo397@pinpeople.com.br;comercial;estagiário;profissional;manaus;entre 1 e 2 anos;outro;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;7;-;2;-;7;-;6;-;2;-;4;Sinto que há falta de informações sobre oportunidades internas.;3;-;9;Sinto que a carga de trabalho está afetando minha saúde mental.
Demo 398;demo398@pinpeople.com.br;demo398@pinpeople.com.br;financeiro;estagiário;profissional;recife;menos de 1 ano;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;7;-;1;-;4;-;5;-;7;-;2;-;2;Considero outras oportunidades devido a alguns desafios.;8;A empresa valoriza e respeita as contribuições individuais.
Demo 399;demo399@pinpeople.com.br;demo399@pinpeople.com.br;recursos humanos;analista;profissional;porto alegre;mais de 5 anos;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;4;-;6;-;6;-;7;-;6;-;6;-;6;-;8;Gostaria de ver mais oportunidades de treinamento e desenvolvimento.
Demo 400;demo400@pinpeople.com.br;demo400@pinpeople.com.br;tecnologia;analista;profissional;são paulo;entre 2 e 5 anos;outro;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;7;-;6;-;2;-;5;-;2;-;2;-;6;-;9;A liderança demonstra empatia e compreensão.
Demo 401;demo401@pinpeople.com.br;demo401@pinpeople.com.br;administrativo;analista;profissional;brasília;menos de 1 ano;outro;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;4;-;6;-;5;Estou satisfeito com as oportunidades de crescimento profissional.;7;-;7;-;5;-;1;-;4;Sinto que há pouca transparência nas decisões corporativas.
Demo 402;demo402@pinpeople.com.br;demo402@pinpeople.com.br;comercial;analista;profissional;brasília;entre 1 e 2 anos;feminino;geração z;empresa;diretoria d;gerência d2;coordenação d22;área d222;20/01/2022;6;Gostaria de contribuir em áreas além da minha atual.;7;-;7;-;5;-;4;-;4;-;3;-;9;A empresa oferece um ambiente de trabalho inclusivo e diversificado.
Demo 403;demo403@pinpeople.com.br;demo403@pinpeople.com.br;financeiro;coordenador;profissional;recife;mais de 5 anos;outro;geração y;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;6;Estou buscando oportunidades em outras áreas funcionais.;7;-;5;-;5;-;6;-;2;-;4;Pretendo permanecer se houver oportunidades de crescimento.;3;Gostaria de ter mais oportunidades de participar de projetos estratégicos.
Demo 404;demo404@pinpeople.com.br;demo404@pinpeople.com.br;recursos humanos;coordenador;profissional;recife;mais de 5 anos;feminino;geração y;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;6;-;6;-;7;-;6;-;5;Meu gestor promove um ambiente colaborativo.;1;-;3;-;6;A cultura da empresa promove a inovação e a melhoria contínua.
Demo 405;demo405@pinpeople.com.br;demo405@pinpeople.com.br;tecnologia;coordenador;profissional;porto alegre;entre 1 e 2 anos;outro;geração y;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;6;-;6;-;6;-;5;-;3;-;6;Gostaria de ter um plano de desenvolvimento personalizado.;7;-;9;Sinto que meu trabalho é impactante e significativo.
Demo 406;demo406@pinpeople.com.br;demo406@pinpeople.com.br;administrativo;gerente;gestor;porto alegre;mais de 5 anos;masculino;geração x;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;7;-;6;-;5;-;7;-;6;-;7;-;6;-;10;A empresa oferece benefícios competitivos e atrativos.
Demo 407;demo407@pinpeople.com.br;demo407@pinpeople.com.br;comercial;gerente;gestor;brasília;menos de 1 ano;outro;geração x;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;5;-;6;-;7;Sinto que o aprendizado contínuo é incentivado.;5;Sinto que o feedback é essencial para meu crescimento.;7;-;2;-;6;-;9;Gostaria de ver mais iniciativas para melhorar o bem-estar dos funcionários.
Demo 408;demo408@pinpeople.com.br;demo408@pinpeople.com.br;financeiro;gerente;gestor;manaus;entre 2 e 5 anos;feminino;geração y;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;6;-;4;-;3;-;7;-;6;-;6;-;4;-;10;A liderança é inspiradora e motivadora.
Demo 409;demo409@pinpeople.com.br;demo409@pinpeople.com.br;recursos humanos;estagiário;profissional;porto alegre;menos de 1 ano;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;6;-;7;-;6;-;7;-;5;-;6;-;3;-;9;Sinto que há falta de oportunidades de crescimento na minha área.
Demo 410;demo410@pinpeople.com.br;demo410@pinpeople.com.br;tecnologia;estagiário;profissional;porto alegre;entre 2 e 5 anos;outro;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;7;Estou aberto a oportunidades que permitam expandir minhas habilidades.;5;-;5;-;7;-;7;-;7;-;5;-;10;A empresa promove um ambiente de trabalho saudável e positivo.
Demo 411;demo411@pinpeople.com.br;demo411@pinpeople.com.br;administrativo;analista;profissional;porto alegre;entre 1 e 2 anos;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;7;-;6;Sinto que minha colaboração fortalece o time.;5;-;7;-;4;-;6;-;5;-;8;Gostaria de ter mais clareza nas expectativas de carreira.
Demo 412;demo412@pinpeople.com.br;demo412@pinpeople.com.br;comercial;analista;profissional;manaus;mais de 5 anos;outro;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;5;-;7;-;5;A empresa apoia meu desenvolvimento acadêmico.;5;-;7;-;2;-;4;-;10;A cultura de feedback é forte e construtiva.
Demo 413;demo413@pinpeople.com.br;demo413@pinpeople.com.br;financeiro;analista;profissional;são paulo;menos de 1 ano;feminino;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e111;20/01/2022;7;-;6;Sinto que posso contribuir com ideias inovadoras.;5;-;4;-;3;-;3;As oportunidades de carreira são comunicadas abertamente.;5;-;8;Sinto que a comunicação interna poderia ser mais eficaz.
Demo 414;demo414@pinpeople.com.br;demo414@pinpeople.com.br;recursos humanos;analista;profissional;manaus;entre 1 e 2 anos;outro;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;7;-;7;-;6;-;5;-;4;-;6;-;2;-;5;A empresa oferece boas oportunidades de desenvolvimento profissional.
Demo 415;demo415@pinpeople.com.br;demo415@pinpeople.com.br;tecnologia;coordenador;profissional;recife;menos de 1 ano;feminino;geração y;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;7;-;6;-;7;-;4;-;6;-;7;-;2;-;10;Gostaria de ver mais reconhecimento pelo trabalho bem feito.
Demo 416;demo416@pinpeople.com.br;demo416@pinpeople.com.br;administrativo;coordenador;profissional;brasília;entre 2 e 5 anos;feminino;geração y;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;6;-;6;-;6;-;2;-;5;-;4;-;6;Sinto-me valorizado e motivado a ficar.;9;A liderança demonstra compromisso com o sucesso da equipe.
Demo 417;demo417@pinpeople.com.br;demo417@pinpeople.com.br;comercial;coordenador;profissional;são paulo;mais de 5 anos;masculino;geração y;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;6;Gostaria de me envolver em projetos de inovação.;7;-;7;-;7;-;4;-;5;-;3;-;8;Sinto que há pouca inovação nos projetos atuais.
Demo 418;demo418@pinpeople.com.br;demo418@pinpeople.com.br;financeiro;gerente;gestor;são paulo;entre 2 e 5 anos;outro;geração x;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;6;-;6;-;6;-;5;-;4;-;2;-;5;-;9;A empresa valoriza a diversidade e a inclusão.
Demo 419;demo419@pinpeople.com.br;demo419@pinpeople.com.br;recursos humanos;gerente;gestor;manaus;entre 2 e 5 anos;feminino;baby boomer;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;6;-;1;-;6;-;7;-;2;-;1;Gostaria de ter um plano de desenvolvimento claro.;5;-;8;Gostaria de ter mais oportunidades de liderar iniciativas.
Demo 420;demo420@pinpeople.com.br;demo420@pinpeople.com.br;tecnologia;coordenador;gestor;porto alegre;mais de 5 anos;feminino;geração y;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;6;-;7;-;7;-;7;-;7;-;1;-;1;-;8;A cultura da empresa promove o equilíbrio entre vida pessoal e profissional.
Demo 421;demo421@pinpeople.com.br;demo421@pinpeople.com.br;administrativo;estagiário;profissional;manaus;menos de 1 ano;feminino;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;6;-;7;-;2;-;7;A comunicação sobre desempenho é clara e objetiva.;7;Sinto que há espaço para melhorar a comunicação.;7;-;7;-;10;Sinto que há falta de suporte para meu desenvolvimento profissional.
Demo 422;demo422@pinpeople.com.br;demo422@pinpeople.com.br;comercial;estagiário;profissional;manaus;menos de 1 ano;feminino;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;7;-;6;-;7;-;5;-;2;-;2;-;4;A cultura organizacional é um fator positivo para minha permanência.;9;A empresa valoriza a transparência e a honestidade.
Demo 423;demo423@pinpeople.com.br;demo423@pinpeople.com.br;financeiro;analista;profissional;porto alegre;mais de 5 anos;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;6;-;6;Sinto que posso melhorar minha performance com mais recursos.;2;-;3;-;5;-;2;-;2;-;9;Gostaria de ter mais clareza sobre as oportunidades de promoção.
Demo 424;demo424@pinpeople.com.br;demo424@pinpeople.com.br;recursos humanos;analista;profissional;manaus;entre 2 e 5 anos;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;6;-;7;-;5;-;4;-;6;-;3;-;2;-;8;A liderança incentiva a criatividade e a inovação.
Demo 425;demo425@pinpeople.com.br;demo425@pinpeople.com.br;tecnologia;analista;profissional;brasília;mais de 5 anos;outro;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;6;-;7;-;6;-;6;-;5;-;4;-;2;-;9;Sinto que meu trabalho é reconhecido e valorizado.
Demo 426;demo426@pinpeople.com.br;demo426@pinpeople.com.br;administrativo;analista;profissional;são paulo;entre 2 e 5 anos;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;6;-;3;-;5;-;6;O reconhecimento público seria um incentivo.;7;-;2;-;3;-;3;A empresa oferece bons programas de saúde e bem-estar.
Demo 427;demo427@pinpeople.com.br;demo427@pinpeople.com.br;comercial;coordenador;profissional;são paulo;entre 2 e 5 anos;outro;geração y;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;7;Sinto que posso agregar valor em uma posição diferente.;7;-;5;A empresa apoia meu desenvolvimento acadêmico.;5;-;6;-;1;-;7;-;2;Gostaria de ver mais iniciativas de responsabilidade social corporativa.
Demo 428;demo428@pinpeople.com.br;demo428@pinpeople.com.br;financeiro;coordenador;profissional;porto alegre;mais de 5 anos;masculino;geração y;empresa;diretoria e;gerência e1;coordenação e11;área e112;20/01/2022;7;-;7;-;6;-;7;-;7;-;1;Sinto que meu potencial é reconhecido pela liderança.;4;Estou avaliando meu futuro com base nas oportunidades oferecidas.;5;A comunicação entre equipes é eficiente e colaborativa.
Demo 429;demo429@pinpeople.com.br;demo429@pinpeople.com.br;recursos humanos;coordenador;profissional;são paulo;menos de 1 ano;outro;geração y;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;7;-;6;-;6;-;3;-;6;-;2;-;1;-;10;Sinto que a carga de trabalho está afetando minha saúde mental.
Demo 430;demo430@pinpeople.com.br;demo430@pinpeople.com.br;tecnologia;gerente;gestor;recife;mais de 5 anos;outro;geração y;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;7;-;6;-;4;-;6;-;7;-;6;-;2;-;9;A empresa valoriza e respeita as contribuições individuais.
Demo 431;demo431@pinpeople.com.br;demo431@pinpeople.com.br;administrativo;gerente;gestor;brasília;mais de 5 anos;feminino;geração y;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;7;Gostaria de assumir funções com maior responsabilidade.;6;-;5;-;6;-;7;-;7;-;6;-;10;Gostaria de ver mais oportunidades de treinamento e desenvolvimento.
Demo 432;demo432@pinpeople.com.br;demo432@pinpeople.com.br;comercial;diretor;gestor;manaus;entre 1 e 2 anos;feminino;baby boomer;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;7;-;4;-;5;-;3;O feedback é sempre construtivo e oportuno.;6;-;6;-;7;-;10;A liderança demonstra empatia e compreensão.
Demo 433;demo433@pinpeople.com.br;demo433@pinpeople.com.br;financeiro;estagiário;profissional;brasília;entre 1 e 2 anos;feminino;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;4;-;7;-;7;-;1;-;2;-;2;-;5;-;7;Sinto que há pouca transparência nas decisões corporativas.
Demo 434;demo434@pinpeople.com.br;demo434@pinpeople.com.br;recursos humanos;estagiário;profissional;recife;menos de 1 ano;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;1;-;6;Acredito que trabalho bem em equipe e isso fortalece nossos projetos.;6;Estou satisfeito com as oportunidades de crescimento oferecidas.;7;-;7;Meu gestor está sempre disponível para auxiliar.;2;-;5;-;2;A empresa oferece um ambiente de trabalho inclusivo e diversificado.
Demo 435;demo435@pinpeople.com.br;demo435@pinpeople.com.br;tecnologia;analista;profissional;manaus;mais de 5 anos;outro;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;5;-;4;-;4;-;7;-;7;-;2;-;3;-;8;Gostaria de ter mais oportunidades de participar de projetos estratégicos.
Demo 436;demo436@pinpeople.com.br;demo436@pinpeople.com.br;administrativo;analista;profissional;brasília;entre 1 e 2 anos;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;3;-;7;-;7;-;6;-;5;-;6;-;4;A estabilidade e os benefícios são atrativos para mim.;3;A cultura da empresa promove a inovação e a melhoria contínua.
Demo 437;demo437@pinpeople.com.br;demo437@pinpeople.com.br;comercial;analista;profissional;brasília;menos de 1 ano;feminino;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;6;-;6;-;5;Gostaria de ter um mentor para orientar minha carreira.;6;-;2;-;1;-;4;-;10;Sinto que meu trabalho é impactante e significativo.
Demo 438;demo438@pinpeople.com.br;demo438@pinpeople.com.br;financeiro;analista;profissional;manaus;entre 2 e 5 anos;outro;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;5;-;6;-;6;-;3;-;6;-;2;-;7;-;8;A empresa oferece benefícios competitivos e atrativos.
Demo 439;demo439@pinpeople.com.br;demo439@pinpeople.com.br;recursos humanos;coordenador;profissional;manaus;mais de 5 anos;outro;geração y;empresa;diretoria e;gerência e1;coordenação e12;área e121;20/01/2022;7;-;7;-;7;-;6;-;3;-;4;-;5;-;8;Gostaria de ver mais iniciativas para melhorar o bem-estar dos funcionários.
Demo 440;demo440@pinpeople.com.br;demo440@pinpeople.com.br;tecnologia;coordenador;profissional;brasília;menos de 1 ano;outro;geração y;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;7;-;6;-;5;Sinto que o investimento em desenvolvimento poderia ser maior.;6;-;5;-;2;-;7;-;9;A liderança é inspiradora e motivadora.
Demo 441;demo441@pinpeople.com.br;demo441@pinpeople.com.br;administrativo;coordenador;profissional;recife;entre 1 e 2 anos;outro;geração y;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;7;-;7;-;6;-;6;-;5;-;7;Gostaria de participar de programas de desenvolvimento profissional.;1;-;3;Sinto que há falta de oportunidades de crescimento na minha área.
Demo 442;demo442@pinpeople.com.br;demo442@pinpeople.com.br;comercial;gerente;gestor;recife;mais de 5 anos;outro;geração y;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;6;-;6;-;5;-;6;-;4;-;4;-;3;-;7;A empresa promove um ambiente de trabalho saudável e positivo.
Demo 443;demo443@pinpeople.com.br;demo443@pinpeople.com.br;financeiro;gerente;gestor;são paulo;entre 1 e 2 anos;feminino;geração x;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;6;-;6;-;3;-;5;-;4;-;7;-;1;-;8;Gostaria de ter mais clareza nas expectativas de carreira.
Demo 444;demo444@pinpeople.com.br;demo444@pinpeople.com.br;recursos humanos;gerente;gestor;porto alegre;entre 1 e 2 anos;outro;baby boomer;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;7;-;3;-;7;-;3;Gostaria de receber feedbacks mais frequentes.;5;-;2;-;6;Estou entusiasmado com os projetos futuros da empresa.;8;A cultura de feedback é forte e construtiva.
Demo 445;demo445@pinpeople.com.br;demo445@pinpeople.com.br;tecnologia;estagiário;profissional;porto alegre;menos de 1 ano;feminino;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;5;-;6;-;4;-;2;-;6;Gostaria de receber mais orientação estratégica.;5;-;5;-;10;Sinto que a comunicação interna poderia ser mais eficaz.
Demo 446;demo446@pinpeople.com.br;demo446@pinpeople.com.br;administrativo;estagiário;profissional;recife;menos de 1 ano;outro;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;7;-;7;-;6;Sinto que há pouca oferta de cursos relevantes.;7;-;6;-;3;-;2;-;10;A empresa oferece boas oportunidades de desenvolvimento profissional.
Demo 447;demo447@pinpeople.com.br;demo447@pinpeople.com.br;comercial;analista;profissional;recife;entre 1 e 2 anos;outro;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;6;-;4;-;7;-;4;-;4;-;2;-;3;Minha decisão de ficar depende de reconhecimento e crescimento.;10;Gostaria de ver mais reconhecimento pelo trabalho bem feito.
Demo 448;demo448@pinpeople.com.br;demo448@pinpeople.com.br;financeiro;analista;profissional;recife;mais de 5 anos;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;6;-;6;-;5;-;6;-;6;-;7;-;6;-;10;A liderança demonstra compromisso com o sucesso da equipe.
Demo 449;demo449@pinpeople.com.br;demo449@pinpeople.com.br;recursos humanos;analista;profissional;porto alegre;menos de 1 ano;masculino;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;7;-;7;-;6;-;6;-;6;-;6;-;7;-;10;Sinto que há pouca inovação nos projetos atuais.
Demo 450;demo450@pinpeople.com.br;demo450@pinpeople.com.br;tecnologia;analista;profissional;são paulo;menos de 1 ano;feminino;geração z;empresa;diretoria e;gerência e1;coordenação e12;área e122;20/01/2022;6;-;7;-;7;Estou comprometido com meu crescimento profissional.;6;-;6;-;7;Sinto que há poucas oportunidades de promoção.;3;-;8;A empresa valoriza a diversidade e a inclusão.
Demo 451;demo451@pinpeople.com.br;demo451@pinpeople.com.br;administrativo;coordenador;profissional;brasília;mais de 5 anos;feminino;geração y;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;6;-;6;-;7;-;4;-;4;-;3;-;4;-;2;Gostaria de ter mais oportunidades de liderar iniciativas.
Demo 452;demo452@pinpeople.com.br;demo452@pinpeople.com.br;comercial;coordenador;profissional;brasília;entre 2 e 5 anos;masculino;geração y;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;3;-;6;-;6;-;5;-;3;-;5;-;2;-;9;A cultura da empresa promove o equilíbrio entre vida pessoal e profissional.
Demo 453;demo453@pinpeople.com.br;demo453@pinpeople.com.br;financeiro;coordenador;profissional;são paulo;entre 1 e 2 anos;masculino;geração y;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;6;-;7;Sinto que posso contribuir com ideias inovadoras.;3;-;5;-;1;-;4;-;4;-;0;Sinto que há falta de suporte para meu desenvolvimento profissional.
Demo 454;demo454@pinpeople.com.br;demo454@pinpeople.com.br;recursos humanos;gerente;gestor;porto alegre;entre 2 e 5 anos;masculino;geração x;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;7;-;6;-;6;-;5;-;2;Sinto que meu gestor poderia fornecer mais feedback.;4;-;6;-;9;A empresa valoriza a transparência e a honestidade.
Demo 455;demo455@pinpeople.com.br;demo455@pinpeople.com.br;tecnologia;gerente;gestor;manaus;entre 1 e 2 anos;feminino;geração x;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;7;-;6;-;1;-;5;Sinto que minhas conquistas são devidamente reconhecidas.;7;-;4;-;4;-;5;Gostaria de ter mais clareza sobre as oportunidades de promoção.
Demo 456;demo456@pinpeople.com.br;demo456@pinpeople.com.br;administrativo;gerente;gestor;manaus;menos de 1 ano;outro;baby boomer;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;6;-;7;-;7;-;6;-;7;-;6;-;3;-;10;A liderança incentiva a criatividade e a inovação.
Demo 457;demo457@pinpeople.com.br;demo457@pinpeople.com.br;comercial;estagiário;profissional;porto alegre;menos de 1 ano;outro;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;6;-;6;-;5;-;7;-;4;-;3;-;7;-;10;Sinto que meu trabalho é reconhecido e valorizado.
Demo 458;demo458@pinpeople.com.br;demo458@pinpeople.com.br;financeiro;estagiário;profissional;são paulo;menos de 1 ano;feminino;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;3;-;6;-;4;-;6;-;7;-;1;-;5;Pretendo continuar contribuindo para o sucesso da empresa.;8;A empresa oferece bons programas de saúde e bem-estar.
Demo 459;demo459@pinpeople.com.br;demo459@pinpeople.com.br;recursos humanos;analista;profissional;brasília;menos de 1 ano;masculino;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;7;-;6;-;7;-;5;-;4;-;4;-;5;-;9;Gostaria de ver mais iniciativas de responsabilidade social corporativa.
Demo 460;demo460@pinpeople.com.br;demo460@pinpeople.com.br;tecnologia;analista;profissional;recife;entre 1 e 2 anos;outro;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;7;-;7;-;2;-;7;-;5;-;1;-;2;-;8;A comunicação entre equipes é eficiente e colaborativa.
Demo 461;demo461@pinpeople.com.br;demo461@pinpeople.com.br;administrativo;analista;profissional;brasília;menos de 1 ano;outro;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;7;Sinto que meu cargo atual me permite crescer profissionalmente.;6;-;5;-;7;-;2;-;2;A empresa oferece caminhos claros para avanço na carreira.;1;-;9;Sinto que a carga de trabalho está afetando minha saúde mental.
Demo 462;demo462@pinpeople.com.br;demo462@pinpeople.com.br;comercial;analista;profissional;recife;entre 1 e 2 anos;outro;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;2;-;6;-;7;-;2;-;6;-;6;-;5;-;9;A empresa valoriza e respeita as contribuições individuais.
Demo 463;demo463@pinpeople.com.br;demo463@pinpeople.com.br;financeiro;coordenador;profissional;são paulo;entre 2 e 5 anos;feminino;geração y;empresa;diretoria e;gerência e2;coordenação e21;área e211;20/01/2022;5;-;6;-;4;-;6;-;1;-;5;-;7;-;8;Gostaria de ver mais oportunidades de treinamento e desenvolvimento.
Demo 464;demo464@pinpeople.com.br;demo464@pinpeople.com.br;recursos humanos;coordenador;profissional;brasília;mais de 5 anos;masculino;geração y;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;1;-;4;-;3;-;4;-;7;-;7;-;3;-;10;A liderança demonstra empatia e compreensão.
Demo 465;demo465@pinpeople.com.br;demo465@pinpeople.com.br;tecnologia;coordenador;profissional;brasília;entre 2 e 5 anos;feminino;geração y;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;7;-;2;-;4;-;7;-;4;-;5;-;1;-;6;Sinto que há pouca transparência nas decisões corporativas.
Demo 466;demo466@pinpeople.com.br;demo466@pinpeople.com.br;administrativo;gerente;gestor;manaus;mais de 5 anos;masculino;baby boomer;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;7;-;7;Estou sempre buscando formas de otimizar processos.;7;-;5;-;4;-;6;-;1;-;3;A empresa oferece um ambiente de trabalho inclusivo e diversificado.
Demo 467;demo467@pinpeople.com.br;demo467@pinpeople.com.br;comercial;gerente;gestor;recife;entre 1 e 2 anos;masculino;geração y;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;4;-;6;-;4;Sinto que programas de mentoria seriam benéficos.;4;-;7;-;4;-;3;-;10;Gostaria de ter mais oportunidades de participar de projetos estratégicos.
Demo 468;demo468@pinpeople.com.br;demo468@pinpeople.com.br;financeiro;diretor;gestor;recife;mais de 5 anos;masculino;baby boomer;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;6;Gostaria de explorar funções relacionadas à sustentabilidade.;6;-;2;-;4;-;4;A relação com meu gestor é positiva.;7;-;6;-;9;A cultura da empresa promove a inovação e a melhoria contínua.
Demo 469;demo469@pinpeople.com.br;demo469@pinpeople.com.br;recursos humanos;estagiário;profissional;porto alegre;entre 1 e 2 anos;feminino;geração z;empresa;diretoria e;gerência e2;coordenação e21;área e212;20/01/2022;6;-;2;-;5;-;4;-;6;-;1;-;3;-;8;Sinto que meu trabalho é impactante e significativo.
